genome_drug.genome_name	genome_drug.genome_id	genome_drug.antibiotic	genome_drug.measurement_sign	genome_drug.measurement_value	genome_drug.measurement_unit	genome_drug.resistant_phenotype	genome_drug.laboratory_typing_platform
Escherichia coli strain AR_0067	562.34088	amikacin	==	8	mg/L	Susceptible	
Escherichia coli strain AR_0067	562.34088	cefepime	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0067	562.34088	cefotaxime	==	2	mg/L	Intermediate	
Escherichia coli strain AR_0067	562.34088	ceftazidime	==	4	mg/L	Susceptible	
Escherichia coli strain AR_0067	562.34088	doripenem	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR_0067	562.34088	meropenem	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR_0067	562.34088	tetracycline	<=	2	mg/L	Susceptible	
Escherichia coli strain AR_0137	562.17721	amikacin	==	64	mg/L	Resistant	
Escherichia coli strain 81009	562.17359	amikacin	==	4	mg/L	Susceptible	
Escherichia coli CHS 69	1438685.3	amikacin				Susceptible	
Escherichia coli strain AR_0104	562.16327	amikacin	==	4	mg/L	Susceptible	
Escherichia coli strain AR_0369	562.28435	amikacin	==	4	mg/L	Susceptible	
Escherichia coli strain AR_0371	562.28566	amikacin	==	4	mg/L	Susceptible	
Escherichia coli strain AR_0374	562.28563	amikacin	==	8	mg/L	Susceptible	
Escherichia coli strain AR_0081	562.29139	amikacin	==	2	mg/L	Susceptible	
Escherichia coli strain AR_0077	562.28389	amoxicillin/clavulanic acid	==	4/2	mg/L	Susceptible	
Escherichia coli strain AR_0081	562.29139	amoxicillin/clavulanic acid	>	32/16	mg/L	Resistant	
Escherichia coli strain AR_0369	562.28435	ampicillin/sulbactam	>	32/16	mg/L	Resistant	
Escherichia coli strain AR434	562.28805	ampicillin/sulbactam	==	8/4	mg/L	Susceptible	
Escherichia coli strain AR437	562.29008	ampicillin/sulbactam	>	32/16	mg/L	Resistant	
Escherichia coli strain AR_0137	562.17721	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain AR_0150	562.17621	aztreonam	==	32	mg/L	Resistant	
Escherichia coli strain AR_0151	562.19631	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain AR_0001	562.12959	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain AR_0061	562.16325	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain AR_0162	562.20499	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain AR_0162	562.22426	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain AR_0371	562.28566	aztreonam	==	32	mg/L	Resistant	
Escherichia coli strain AR_0368	562.28565	aztreonam	<=	2	mg/L	Susceptible	
Escherichia coli strain AR_0370	562.28567	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain AR_0374	562.28563	aztreonam	==	32	mg/L	Resistant	
Escherichia coli strain AR_0378	562.29003	aztreonam	<=	2	mg/L	Susceptible	
Escherichia coli strain AR_0081	562.29139	aztreonam	==	16	mg/L	Resistant	
Escherichia coli strain AR_0137	562.17721	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain AR_0055	562.17722	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain AR_0150	562.17621	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain AR_0001	562.12959	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain AR_0048	562.12960	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain AR_0118	562.16324	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain AR_0061	562.16325	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain AR_0069	562.16326	cefepime	==	16	mg/L	Resistant	
Escherichia coli strain AR_0149	562.19821	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain AR_0128	562.19823	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain AR_0077	562.28389	cefepime	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR436	562.29006	cefepime	==	1	mg/L	Susceptible	
Escherichia coli strain AR435	562.29007	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain AR_0149	562.19633	cefoxitin	>	32	mg/L	Resistant	
Escherichia coli CHS 68	1438684.3	cefoxitin				Resistant	
Escherichia coli CHS 77	1438686.3	cefoxitin				Resistant	
Escherichia coli strain ICBEC7P	562.13502	cefoxitin	==	1.5	mg/L	Susceptible	Etest
Escherichia coli strain AR_0118	562.16324	cefoxitin	>	32	mg/L	Resistant	
Escherichia coli strain AR_0061	562.16325	cefoxitin	==	16	mg/L	Intermediate	
Escherichia coli strain AR_0069	562.16326	cefoxitin	>	16	mg/L	Resistant	
Escherichia coli strain AR_0104	562.16327	cefoxitin	>	16	mg/L	Resistant	
Escherichia coli strain AR_0162	562.22426	cefoxitin	>	16	mg/L	Resistant	
Escherichia coli strain AR_0372	562.28434	cefoxitin	>	16	mg/L	Resistant	
Escherichia coli strain AR_0371	562.28566	cefoxitin	>	16	mg/L	Resistant	
Escherichia coli strain 5CRE51	562.16466	chloramphenicol	>	32	mg/L	Resistant	Phoenix NMIC-203 card
Escherichia coli strain AR_0137	562.17721	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0150	562.17621	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli CHS 69	1438685.3	ciprofloxacin				Resistant	
Escherichia coli strain AR_0128	562.19823	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0162	562.20499	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0162	562.22426	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0369	562.28435	ciprofloxacin	<=	0.25	mg/L	Susceptible	
Escherichia coli strain AR_0368	562.28565	ciprofloxacin	<=	0.25	mg/L	Susceptible	
Escherichia coli strain AR437	562.29008	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR435	562.29007	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0137	562.17721	ertapenem	>	8	mg/L	Resistant	
Escherichia coli strain 81009	562.17359	ertapenem	<	0.125	mg/L	Susceptible	
Escherichia coli strain AR_0058	562.19632	ertapenem	==	1	mg/L	Intermediate	
Escherichia coli strain AR_0001	562.12959	ertapenem	==	8	mg/L	Resistant	
Escherichia coli strain AR_0048	562.12960	ertapenem	>	16	mg/L	Resistant	
Escherichia coli strain AR_0118	562.16324	ertapenem	>	16	mg/L	Resistant	
Escherichia coli strain AR_0061	562.16325	ertapenem	==	8	mg/L	Resistant	
Escherichia coli strain AR_0149	562.19821	ertapenem	==	8	mg/L	Resistant	
Escherichia coli strain AR_0372	562.28434	ertapenem	==	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0368	562.28565	ertapenem	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR437	562.29008	ertapenem	==	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0378	562.29003	ertapenem	<=	0.12	mg/L	Susceptible	
Escherichia coli strain AR_0137	562.17721	gentamicin	>	16	mg/L	Resistant	
Escherichia coli CHS 68	1438684.3	gentamicin				Resistant	
Escherichia coli CHS 69	1438685.3	gentamicin				Resistant	
Escherichia coli strain AR_0118	562.16324	gentamicin	>	16	mg/L	Resistant	
Escherichia coli strain AR_0104	562.16327	gentamicin	==	1	mg/L	Susceptible	
Escherichia coli strain AR_0128	562.19823	gentamicin	>	16	mg/L	Resistant	
Escherichia coli strain AR_0371	562.28566	gentamicin	==	1	mg/L	Susceptible	
Escherichia coli strain AR_0368	562.28565	gentamicin	==	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0374	562.28563	gentamicin	==	4	mg/L	Susceptible	
Escherichia coli strain AR437	562.29008	gentamicin	<=	0.25	mg/L	Susceptible	
Escherichia coli strain AR_0081	562.29139	gentamicin	==	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0137	562.17721	imipenem	==	16	mg/L	Resistant	
Escherichia coli strain 81009	562.17359	imipenem	<	0.25	mg/L	Susceptible	
Escherichia coli strain AR_0150	562.17621	imipenem	==	16	mg/L	Resistant	
Escherichia coli strain AR_0114	562.17620	imipenem	==	4	mg/L	Resistant	
Escherichia coli CHS 68	1438684.3	imipenem				Resistant	
Escherichia coli strain AR_0104	562.16327	imipenem	==	4	mg/L	Resistant	
Escherichia coli strain AR_0149	562.19821	imipenem	==	8	mg/L	Resistant	
Escherichia coli strain AR_0128	562.19823	imipenem	==	32	mg/L	Resistant	
Escherichia coli strain AR_0077	562.28389	imipenem	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0370	562.28567	imipenem	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR434	562.28805	imipenem	<=	0.5	mg/L	Susceptible	
Escherichia coli strain AR_0150	562.17621	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0151	562.19631	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0149	562.19633	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0001	562.12959	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain AR_0069	562.16326	levofloxacin	==	0.25	mg/L	Susceptible	
Escherichia coli strain AR_0104	562.16327	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain ZTA15/01169-1EB1	562.19090	sulfamethoxazole	>	1024	mg/L	Resistant	Sensititre microbroth dilution using EUVSEC and EUVSEC2 plates
Escherichia coli strain ZTA15/01169-1EB1	562.19090	colistin	==	4	mg/L	Resistant	Sensititre microbroth dilution using EUVSEC and EUVSEC2 plates
Escherichia coli strain MRSN388637	562.10576	cefazolin	>	16	mg/L		
Escherichia coli strain MRSN388642	562.10576	colistin		4	mg/L		
Escherichia coli strain MRSN388636	562.10576	aztreonam	>	16	mg/L		
Escherichia coli strain ZTA15/01169-1EB1	562.19090	cefepime	>	32	mg/L	Resistant	Sensititre microbroth dilution using EUVSEC and EUVSEC2 plates
Escherichia coli strain ZTA15/01169-1EB1	562.19090	cefoxitin	==	4	mg/L	Resistant	Sensititre microbroth dilution using EUVSEC and EUVSEC2 plates
Escherichia coli strain MRSN388645	562.10576	imipenem	<=	0.25	mg/L		
Escherichia coli strain MRSN388647	562.10576	meropenem	<=	0.25	mg/L		
Escherichia coli strain 148	562.42647	cefoxitin	<=	4	mg/L	Susceptible	Vitek
Escherichia coli strain 148	562.42647	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain 148	562.42647	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain 148	562.42647	tetracycline	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 149	562.42648	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain 149	562.42648	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain 149	562.42648	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain 149	562.42648	tetracycline	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 149	562.42648	tobramycin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain 151	562.42649	amikacin	==	4	mg/L	Susceptible	Vitek
Escherichia coli strain 151	562.42649	cefoxitin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain 151	562.42649	ceftazidime	==	16	mg/L	Intermediate	Vitek
Escherichia coli strain 151	562.42649	ertapenem	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain 151	562.42649	levofloxacin	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 151	562.42649	nitrofurantoin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain 151	562.42649	tobramycin	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain 190	562.42665	amikacin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M29	562.42783	aztreonam	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M29	562.42783	cefepime	==	8	mg/L	Intermediate	Vitek
Escherichia coli strain M29	562.42783	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain M29	562.42783	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M30	562.42785	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain M30	562.42785	aztreonam	==	2	mg/L	Susceptible	Vitek
Escherichia coli strain M30	562.42785	ceftriaxone	==	16	mg/L	Resistant	Vitek
Escherichia coli strain M30	562.42785	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain M30	562.42785	imipenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M30	562.42785	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M31	562.42786	ampicillin	>=	32	mg/L	Resistant	Vitek
Escherichia coli strain M31	562.42786	gentamicin	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain M31	562.42786	imipenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M31	562.42786	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M32	562.42787	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain M32	562.42787	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M33	562.42788	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M33	562.42788	ciprofloxacin	>=	4	mg/L	Resistant	Vitek
Escherichia coli strain M33	562.42788	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain M33	562.42788	gentamicin	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain M34	562.42789	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M34	562.42789	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain M34	562.42789	gentamicin	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain M34	562.42789	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M34	562.42789	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M35	562.42790	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain M35	562.42790	ceftriaxone	<=	1	mg/L	Susceptible	Vitek
Escherichia coli strain M35	562.42790	ertapenem	<=	0.5	mg/L	Susceptible	Vitek
Escherichia coli strain M35	562.42790	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M36	562.42791	amikacin	==	4	mg/L	Susceptible	Vitek
Escherichia coli strain M36	562.42791	imipenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M37	562.42792	aztreonam	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M37	562.42792	gentamicin	>=	16	mg/L	Resistant	Vitek
Escherichia coli strain M37	562.42792	levofloxacin	>=	8	mg/L	Resistant	Vitek
Escherichia coli strain M37	562.42792	meropenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain M38	562.42794	amikacin	<=	2	mg/L	Susceptible	Vitek
Escherichia coli strain M38	562.42794	aztreonam	==	16	mg/L	Resistant	Vitek
Escherichia coli strain M38	562.42794	cefazolin	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M38	562.42794	ceftriaxone	>=	64	mg/L	Resistant	Vitek
Escherichia coli strain M38	562.42794	imipenem	<=	0.25	mg/L	Susceptible	Vitek
Escherichia coli strain MUGSI_9	562.42871	ceftazidime	>	128	mg/L	Resistant	
Escherichia coli strain MUGSI_9	562.42871	colistin	==	1	mg/L		
Escherichia coli strain MUGSI_9	562.42871	gentamicin	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_9	562.42871	levofloxacin	<	0.25	mg/L	Susceptible	
Escherichia coli strain MUGSI_9	562.42871	polymyxin B	==	2	mg/L		
Escherichia coli strain MUGSI_13	562.42822	amikacin	<=	16	mg/L	Susceptible	
Escherichia coli strain MUGSI_13	562.42822	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_13	562.42822	cefepime	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_13	562.42822	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_13	562.42822	ertapenem	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_13	562.42822	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_13	562.42822	tobramycin	>	16	mg/L	Resistant	
Escherichia coli strain MUGSI_14	562.42826	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_14	562.42826	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_14	562.42826	imipenem	==	2	mg/L	Intermediate	
Escherichia coli strain MUGSI_14	562.42826	tetracycline	<	2	mg/L	Susceptible	
Escherichia coli strain MUGSI_14	562.42826	tobramycin	>	16	mg/L	Resistant	
Escherichia coli strain MUGSI_273	562.42856	amikacin	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_273	562.42856	cefepime	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_273	562.42856	cefoxitin	>=	32	mg/L	Resistant	
Escherichia coli strain MUGSI_273	562.42856	ertapenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_273	562.42856	levofloxacin	<	0.25	mg/L	Susceptible	
Escherichia coli strain MUGSI_273	562.42856	polymyxin B	==	0.5	mg/L		
Escherichia coli strain MUGSI_273	562.42856	tetracycline	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_274	562.42857	ceftazidime	<	2	mg/L	Susceptible	
Escherichia coli strain MUGSI_274	562.42857	ciprofloxacin	<	0.25	mg/L	Susceptible	
Escherichia coli strain MUGSI_274	562.42857	colistin	==	0.5	mg/L		
Escherichia coli strain MUGSI_274	562.42857	doripenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_274	562.42857	gentamicin	<	0.25	mg/L	Susceptible	
Escherichia coli strain MUGSI_274	562.42857	imipenem	<=	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_274	562.42857	levofloxacin	<	0.25	mg/L	Susceptible	
Escherichia coli strain MUGSI_274	562.42857	meropenem	<	0.12	mg/L	Susceptible	
Escherichia coli strain MUGSI_274	562.42857	tetracycline	<	2	mg/L	Susceptible	
Escherichia coli strain MUGSI_276	562.42858	amikacin	<	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_276	562.42858	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_276	562.42858	aztreonam	<	2	mg/L	Susceptible	
Escherichia coli strain MUGSI_276	562.42858	cefepime	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_276	562.42858	gentamicin	<	0.25	mg/L	Susceptible	
Escherichia coli strain MUGSI_276	562.42858	imipenem	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_276	562.42858	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_276	562.42858	polymyxin B	==	0.5	mg/L		
Escherichia coli strain MUGSI_276	562.42858	tetracycline	<=	4	mg/L	Susceptible	
Escherichia coli strain MUGSI_278	562.42859	aztreonam	>=	16	mg/L	Resistant	
Escherichia coli strain MUGSI_278	562.42859	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_278	562.42859	cefotaxime	>	16	mg/L	Resistant	
Escherichia coli strain MUGSI_278	562.42859	cefoxitin	>=	32	mg/L	Resistant	
Escherichia coli strain MUGSI_278	562.42859	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_278	562.42859	colistin	==	1	mg/L		
Escherichia coli strain MUGSI_278	562.42859	gentamicin	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_278	562.42859	imipenem	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_278	562.42859	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_25	562.42851	colistin	==	0.5	mg/L		
Escherichia coli strain MUGSI_25	562.42851	doripenem	<=	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_25	562.42851	imipenem	>=	4	mg/L	Resistant	
Escherichia coli strain MUGSI_25	562.42851	meropenem	==	2	mg/L	Intermediate	
Escherichia coli strain MUGSI_25	562.42851	polymyxin B	==	0.5	mg/L		
Escherichia coli strain MUGSI_25	562.42851	tetracycline	<=	4	mg/L	Susceptible	
Escherichia coli strain MUGSI_25	562.42851	tigecycline	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_25	562.42851	tobramycin	<	0.25	mg/L	Susceptible	
Escherichia coli strain MUGSI_280	562.42860	amikacin	<=	16	mg/L	Susceptible	
Escherichia coli strain MUGSI_280	562.42860	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_280	562.42860	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_280	562.42860	cefotaxime	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_280	562.42860	ciprofloxacin	<	0.25	mg/L	Susceptible	
Escherichia coli strain MUGSI_280	562.42860	gentamicin	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_280	562.42860	polymyxin B	==	1	mg/L		
Escherichia coli strain MUGSI_44	562.42866	aztreonam	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_44	562.42866	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_44	562.42866	colistin	==	0.25	mg/L		
Escherichia coli strain MUGSI_44	562.42866	doripenem	==	2	mg/L	Intermediate	
Escherichia coli strain MUGSI_44	562.42866	ertapenem	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_44	562.42866	imipenem	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_44	562.42866	meropenem	>=	4	mg/L	Resistant	
Escherichia coli strain MUGSI_44	562.42866	tobramycin	>	16	mg/L	Resistant	
Escherichia coli strain MUGSI_47	562.42867	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_47	562.42867	cefazolin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_47	562.42867	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_47	562.42867	ciprofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_47	562.42867	colistin	==	1	mg/L		
Escherichia coli strain MUGSI_47	562.42867	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_287	562.42861	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_287	562.42861	aztreonam	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_55	562.42868	ampicillin	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_55	562.42868	cefotaxime	>	64	mg/L	Resistant	
Escherichia coli strain MUGSI_55	562.42868	doripenem	>=	4	mg/L	Resistant	
Escherichia coli strain MUGSI_55	562.42868	imipenem	==	2	mg/L	Intermediate	
Escherichia coli strain MUGSI_55	562.42868	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_55	562.42868	tetracycline	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_60	562.42869	amikacin	<	8	mg/L	Susceptible	
Escherichia coli strain MUGSI_60	562.42869	ceftazidime	>	128	mg/L	Resistant	
Escherichia coli strain MUGSI_60	562.42869	ceftriaxone	>	32	mg/L	Resistant	
Escherichia coli strain MUGSI_60	562.42869	colistin	==	0.5	mg/L		
Escherichia coli strain MUGSI_60	562.42869	gentamicin	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_60	562.42869	levofloxacin	>	8	mg/L	Resistant	
Escherichia coli strain MUGSI_60	562.42869	meropenem	<=	1	mg/L	Susceptible	
Escherichia coli strain MUGSI_60	562.42869	tigecycline	<	0.5	mg/L	Susceptible	
Escherichia coli strain MUGSI_292	562.42862	cefepime	>	32	mg/L	Resistant	
